#CODE;RUSSIAN;x
EVTOPTA61206;АААА!;x
EVTDESC61207;Стражник, со звуком ломающихся костей, упал сбоку от Вас. Рядом стоит Ваш регент [Root.Regent.GetFirstName]. С дрожащим голосом [Root.Regent.GetSheHe] спрашивает, в порядке ли Вы.;x
EVTOPTA61207;Лучше чем стражник.;x
EVTTOOLTIP61207;Вы не стали подушкой для стражника.;x
EVTDESC61210;Довольно игр. Если Вы хотите, чтобы ребёнок умер, Вы должны действовать прямо! Переполняясь яростью с кинжалом в руке, Вы отправляетесь в [Root.Liege.GetHersHis] спальню...;x
EVTOPTA61210;УМРИ!!!;x
EVTOPTB61210;Нужно успокоиться. Я могу потерять всё...;x
EVTDESC61211;Вы направлялись в свою спальню, чтобы обдумать всё, что с Вами происходило в последнее время. Внезапно, удар ноги выбивает дверь. Регент [Root.Regent.GetTitledName] стоит перед Вами с глазами полными ненависти. Отточенный клинок сжат в [Root.Regent.GetHersHis] руке. Не вымолвил ни слова, [Root.Regent.GetSheHe] нападает на Вас.;x
EVTOPTA61211;Помогите! Стража! ;x
EVTTOOLTIP61211;Есть шанс погибнуть при ударе.;x
EVTOPTA61212;Возможно... Я что-то упускаю?;x
EVTTOOLTIP61212;Смелое уклонение от удара;x
EVTDESC61213;За мгновенье до удара в сердце маленького монстра, стражники хватают Вас и избив, кидают в темницу. Как они не могут понять, что этот ребёнок должен умереть?!;x
EVTOPTA61213;Позвольте мне убить [Root.Liege.GetHersHis]. Я только немножко.;x
EVTDESC61215;[Root.Liege.Regent.GetTitledName] - теперь регент, но [Root.Liege.GetTitledFirstName] как законный правитель этого государства, заслуживает лучшего. Подобная ошибка может дорого стоить, ведь ясно, что нет никого более подходящего для регентства чем Вы.;x
EVTOPTA61215;Бросить вызов трусу на поединке!;x
EVTOPTB61215;Рассмотреть дело в суде.;x
EVTOPTC61215;Это не стоит усилий.;x
EVTDESC61216;В суде были выражены сомнения в том, что Вы можете служить регентом. [From.GetTitledName] обвиняет Вас в некомпетентности и считает, что стране будет лучше, если регентом станет [From.GetSheHe].;x
EVTOPTA61216;Бросьте вызов трусу в поединке!;x
EVTOPTB61216;Отстаивать свою позицию.;x
EVTOPTC61216;Отступить.;x
EVTTOOLTIP61216;Регентство поставлено под вопрос.;x
EVTDESC61217;Вы отстояли своё право в суде и были назначены новым регентом правителя, известного как [Root.Liege.GetTitledFirstName]. На данный момент все дела, которые ведёт [Root.Liege.Regent.GetTitledName], постепенно переходят в Ваши руки.;x
EVTOPTA61217;[Root.Liege.GetTitledFirstName] не разочаруется.;x
EVTTOOLTIP61217;Становится новым регентом.;x
EVTDESC61218;Кажется, [Root.Liege.Regent.GetTitledName] имеет слишком много друзей при дворе. Ваши попытки заменить [Root.Liege.Regent.GetHersHis] на посту регента потерпели неудачу, и, кажется, узнав об этом [Root.Liege.Regent.GetSheHe] будет очень недоволен.;x
EVTOPTA61218;[Root.Liege.GetTitledFirstName] - всё это ради н[Root.Liege.GetHersHis]!;x
EVTOPTA61219;Сомневающиеся в этом сильно пожалеют.;x
EVTTOOLTIP61219;Вы защитили свое право на регентство.;x
EVTDESC61220;[From.GetTitledName] каким-то образом убеждает двор, что станет лучшим регентом чем Вы.;x
EVTOPTA61220;Глупцы!;x
EVTTOOLTIP61220;Вы проиграли регентство конкуренту ([From.GetTitledName]).;x
EVTDESC61221;[From.GetTitledName] обвиняет Вас в трусости и некомпетентности! [From.GetSheHeCap] утверждает, что Вы не сможете быть хорошим регентом для такого правителя, как [Root.Liege.GetTitledFirstName], и вызывает Вас на поединок.;x
EVTOPTA61221;Наконец-то, хоть кто-то разбирается в политике!;x
EVTOPTB61221;Мне не нужно доказывать своё мастерство.;x
EVTOPTC61221;Если [From.GetSheHe] так хочет быть регентом, пусть им будет!;x
EVTTOOLTIP61221;Вызов принят!;x
EVTDESC61222;[Root.Liege.Regent.GetTitledName], вызывает Вас на поединок, за право обладать титулом регента. Что Вы предпримете?;x
EVTOPTA61222;Ха! У н[Root.Liege.Regent.GetHersHis] нет шансов!;x
EVTOPTB61222;Вы... шутите?! Дуэль? Пусть забирает своё регентство!;x
EVTDESC61223;[Root.Liege.Regent.GetTitledName] принимает Ваши условия. На рассвете вы встретитесь на [Root.Location.County.GetAdjective]ом поле. Завтра будет солнечная погода... хороший день, чтобы умереть.;x
EVTOPTA61223;Почту за честь!;x
EVTTOOLTIP61223;Вызов принят!;x
EVTDESC61224;[From.GetTitledName] принимает Ваши условия. На рассвете вы встретитесь на [Root.Location.County.GetAdjective]ом поле. Завтра будет солнечная погода... хороший день, чтобы умереть.;x
EVTOPTA61224;Почту за честь!;x
EVTOPTB61224;Эээ... [From.GetSheHe] и правда придёт? Я... не хочу.;x
EVTOPTA61225;Дело решено.;x
EVTTOOLTIP61225;Нанесён смертельный удар.;x
EVTOPTA61226;Это послужит уроком - не переходить мне дорогу.;x
EVTTOOLTIP61226;Нанесена серьёзная рана.;x
EVTDESC61227;Когда тьма отступает, Вы вновь можете видеть. Вы начинаете различать лицо Вашего врага, склонившегося над Вами. Кажется, он думает, как с Вами поступить. К Вашему великому стыду, он решает сохранить Вам жизнь.;x
EVTOPTA61227;Меня лишили славной смерти...;x
EVTTOOLTIP61227;Вы больше не регент.;x
EVTOPTA61228;Всё случилось именно так, как и должно было.;x
EVTTOOLTIP61228;Нанесён смертельный удар.;x
EVTOPTA61229;Сгиньте с глаз моих! [Root.Liege.GetTitle] не заслуживает службы такого человека, как Вы.;x
EVTOPTB61229;Только один из нас может покинуть это поле живым. Мне очень жаль.;x
EVTTOOLTIP61229;Нанесена серьёзная рана.;x
EVTDESC61230;Когда тьма отступает, Вы вновь можете видеть. Вы начинаете различать лицо Вашего врага, склонившегося над Вами. Кажется, он думает, как с Вами поступить. К Вашему великому стыду, он решает сохранить Вам жизнь.;x
EVTOPTA61230;Меня лишили славной смерти...;x
EVTTOOLTIP61230;Спасение от смерти.;x
EVTDESC61231;Вы пришли в оговоренное место и прождали всё утро только, чтобы узнать, что [From.GetTitledName] - трусливая тварь!;x
EVTOPTA61231;Слизняк!;x
EVTTOOLTIP61231;Знает о Вашей трусости.;x
EVTDESC61232;Ваш противник делает короткий и быстрый выпад, клинок погружается в плоть... ещё несколько мгновений у Вас уходит на то, чтобы осознать, что это смертельный удар! А затем в глазах начинает темнеть, Вы опускаетесь на колени и теряете сознание.;x
EVTOPTA61232;Это... неправильный конец.;x
EVTTOOLTIP61232;Конец мучениям положен.;x
EVTDESC61235;[Root.Liege.Regent.GetTitledName] побеждает в поединке. Титул регента принадлежит [Root.Liege.Regent.GetHerHim] по праву.;x
EVTDESC61236;В результате дворцовых интриг Ваш прежний регент был заменён другим, угодным двору.;x
EVTDESC61237;От имени моего мужа должна править я, а не [Root.Liege.Regent.GetTitledName]!;x
EVTOPTA61237;Пусть будет так!;x
EVTDESC61238;Как королева-мать я решила взять на себя заботы регентства. [Root.Liege.GetTitledFirstName] не разочаруется в моей помощи.;x
EVTOPTA61238;[Root.Liege.Regent.GetTitledName], Вы уволены!;x
EVTDESC61239;Ваша жена решила, что сможет исполнять обязанности регента лучше, чем тот, кто носит сейчас этот титул. Ведь кто ещё сможет отразить Ваши интересы лучше неё?;x
EVTOPTA61239;Никто.;x
EVTOPTB61239;У меня есть жена?;x
EVTOPTC61239;Вот ведьма!;x
EVTDESC61240;Королева-мать использовала своё влияние, чтобы стать Вашим регентом. Её мудрость и опыт, смогут принести пользу стране.;x
NEW_DLC_AVAILABLE;Новый контент теперь доступен для покупки;x
EVTDESC1980;Женщины меня не интересуют, я чувствую, что меня тянет к другим мужчинам.;x
EVTDESC1990;Мужчины меня не интересуют, я чувствую, что меня тянет к другим женщинам.;x
EVTDESC20292;[Root.PrimaryTitle.GetFOA],\nЯ cообщаю Вам об ужасном злодеянии! [FromFrom.GetTitledName] несет ответственность за покушение на мою жизнь. Произошло это, потому что мне стало известно о том, что [FromFrom.GetSheHe] хочет "[FromFrom.GetPlot]".\nС уважением,\n [From.GetTitledName];x
EVTOPTB8118;На самом деле, начинать войну не было моим планом...;x
WAR_NAME_CLAIM_VASSAL;$ORDER$ Война, которую ведет $ATTACKER$, за отзыв земельного титула $OTHER_TITLE$;x
EVTDESC100000;Повар обвинил меня в краже печенья, советник - в краже пера. Но в этот раз я не виновен. Прогуливаясь по территории я обнаружил преступника за конюшней;x
EVTOPTA100000;Признайтесь, что это Вы украли печенье и перо!;x
EVTTOOLTIP100001;[Root.GetTitledFirstName] и [This.GetTitledFirstName] теперь враги.;x
EVTOPTB100000;Давайте сеять раздор вместе!;x
EVTTOOLTIP100002;[Root.GetTitledFirstName] и [This.GetTitledFirstName] становятся друзьями.;x
EVTDESC100001;Повар кричал, что [From.GetFirstName] украл его печенье, а советник - в краже драгоценного пера. Держа в правой руке печенье, а в левой - перо, я с улыбкой удалился за конюшню, не заметив, что [From.GetFirstName] следует за мной. Дождавшись момента, он выхватил у меня перо.;x
EVTOPTA100001;Эй! Верни! Это моё!;x
opinion_rival;Враг;x
EVTDESC100002;Я думал, что [From.GetFirstName] расскажет всем, что настоящий вор - я. Но [From.GetFirstName] удивил меня. [From.GetSheHeCap] спросил, как мне удалось столь незаметно обстряпать это дельце и попросил у меня помощи в том, чтобы в качестве мести, прокрасться на кухню.;x
EVTOPTA100002;Я мог бы сделать это.;x
#EVTDESC100005;Всякий раз когда мы играем в интересные игры, один ребёнок не присоединяется к нам, он уходит в тень деревьев и читает какую-то книгу. В чём смысл, листать пыльные страницы, когда можно играть с нами в рыцарей и дам?;x
EVTOPTA100005;Дразнить этого застенчивого ребёнка.;x
EVTTOOLTIP100006;[This.GetFirstName] дразнит персонажа [Root.GetFirstName];x
EVTOPTB100005;Я предложу свой игрушечный меч.;x
EVTTOOLTIP100007;[Root.GetFirstName] говорит с персонажем [This.GetFirstName];x
EVTOPTC100005;Пусть делает, что хочет.;x
EVTDESC100006;Я читаю в тени деревьев, слушая крики других детей. И вот [From.GetFirstName] хватает мою книгу и бросает её прочь. Что мне делать?;x
EVTOPTA100006;Я сделаю ему очень больно!;x
EVTTOOLTIP100008;[Root.GetFirstName] бьет персонажа [This.GetFirstName];x
EVTOPTB100006;Н-ничего...;x
EVTDESC100007;Я читаю в тени деревьев, слушая крики других детей. И вот [From.GetFirstName] подходит ко мне и спрашивает о книге, а затем предлагает мне свой игрушечный меч.;x
EVTOPTA100007;С удовольствием!;x
EVTTOOLTIP100012;[Root.GetTitledFirstName] и [This.GetTitledFirstName] играют вместе и становятся друзьями.;x
EVTOPTB100007;Я боюсь мечей...;x
EVTDESC100008;Я даже не успеваю заметить удар, который наносит мне [From.GetFirstName]. Отлетев на метр, я падаю в грязную лужу...;x
EVTOPTA100008;Я убью тебя!;x
EVTTOOLTIP100010;Из-за дразнилок [This.GetFirstName] и [Root.GetFirstName] стали врагами;x
EVTOPTB100008;Ух-ты! Фантастический удар! Покажи, как ты это делаешь!;x
EVTTOOLTIP100009;[This.GetFirstName] и [Root.GetFirstName] становятся друзьями.;x
EVTDESC100009;Я с волнением смотрю, как [From.GetFirstName] поднимается после моего удара и уже собираюсь бежать, если [From.GetSheHe] решит отомстить, но к своему удивлению обнаруживаю, что, отбросив книгу в сторону, [From.GetSheHe] просит меня показать, как мне это удалось.;x
EVTOPTA100009;Ты точно не сердишься?;x
EVTDESC100010;[From.GetFirstName] гонится за мной, как взбешённый бык. Я едва успеваю убежать. Спрятавшись от н[From.GetHersHis] на кухне, я долго выслушиваю, как [From.GetSheHe] обещает отомстить мне.;x
EVTOPTA100010;Теперь мы никогда не станем друзьями...;x
EVTDESC100015;[Root.Guardian.GetTitledFirstName] в который раз замечает, что я пытаюсь отвертеться от своих обязанностей по дому, но прежде чем [Root.Guardian.GetHersHis] удаётся меня наказать, кто-то другой берёт всю вину на себя.;x
EVTOPTA100015;Благодарю его от всей души.;x
EVTTOOLTIPA100016;[This.GetFirstName] рад помочь другу.;x
EVTOPTB100015;Зачем это было делать? У меня всё под контролем!;x
EVTTOOLTIPB100016;[This.GetFirstName] просто хотел помочь...;x
EVTOPTC100015;Сказать наставнику правду.;x
EVTDESC100016;[From.GetFirstName] в беде. Наставник сильно ругает [From.GetHersHis], обвиняя в неспособности заниматься домашними делами. Я решил вмешаться, взяв ответственность на себя.;x
EVTOPTA100016;[From.GetFirstName] благодарит меня, мы теперь - друзья.;x
EVTOPTB100016;[From.GetFirstName] дает понять, что в помощи не нуждается.;x
EVTTOOLTIP100017;[This.GetFirstName] не будет возражать, если [Root.Guardian.GetTitledFirstName] узнает правду от меня.;x
EVTOPTC100016;В следующий раз я не стану помогать [From.GetHerHim].;x
EVTOPTD100016;Я запомнил этот урок: никогда никому не помогай...;x
EVTDESC100017;С тех пор, как [From.GetFirstName] спас меня от наказания, а я не поблагодарил [From.GetHersHis] за это, [From.GetFirstName] - настоящее проклятье для меня. Мне кажется, мы станем злейшими врагами.;x
EVTOPTA100017;Если это то, чего [From.GetSheHe] хочет. Да будет так!;x
EVTDESC100020;Я наблюдал за тем, как очередная дама отвергла молодого человека. Ему просто не хватает умения говорить с женщинами. У меня никогда не возникало таких проблем... может пора взять ученика?;x
EVTOPTA100020;Я должен предложить ему помощь.;x
EVTTOOLTIP100021;[Root.GetFirstName] предлагает помощь персонажу [This.GetFirstName];x
EVTOPTB100020;Я боюсь конкуренции...;x
EVTDESC100021;Я совершенно не умею разговаривать с женщинами. Они только и ищут момента, чтобы сбежать от меня. [From.GetFirstName] предложил мне свою помощь в этом деле. Я смогу научиться правильно общаться с прекрасным полом.;x
EVTOPTA100021;Конечно, я приму [From.GetHersHis] помощь!;x
EVTTOOLTIP100022;[Root.GetFirstName] принял помощь, предложенную персонажем [This.GetTitledFirstName].;x
EVTOPTB100021;Я могу сделать это сам!;x
EVTTOOLTIP100023;[Root.GetFirstName] отклоняет помощь, предложенную персонажем [This.GetTitledFirstName].;x
EVTOPTC100021;Я и так счастлив, спасибо!;x
EVTDESC100022;[From.GetFirstName] был способным учеником. Я провёл множество занятий, рассказал ему о женщинах всё, что знал сам. Теперь он не многим хуже меня разбирается в прекрасном поле.;x
EVTOPTA100022;Мы стали друзьями.;x
EVTDESC100023;Я думал, что [From.GetFirstName] с энтузиазмом примет помощь от меня или хотя бы проявит интерес к искусству соблазнения женщин.;x
EVTOPTA100023;[From.GetFirstName] ответил резким отказом.;x
EVTOPTB100023;[From.GetFirstName] вежливо отказался от моей помощи.;x
EVTDESC100025;Обаятельный, приятный и забавный - это не те слова, которые говорят обо мне люди. Но этот человек в окружении женщин как раз такой, даже лучше. Ах, как бы я хотел научиться общаться с женщинами свободно, без заиканий и ненамеренных оскорблений.;x
EVTOPTA100025;Поможет ли он мне, если я вежливо попрошу?;x
EVTTOOLTIP100026;попросил помощи у персонажа [Root.GetTitledFirstName].;x
EVTOPTB100025;Я отдам всё, только бы он помог!;x
EVTTOOLTIP100030;Подкупил персонажа [Root.GetTitledFirstName]. В надежде, что он обучит его красноречию.;x
EVTOPTC100025;Я - никто, и женщины это знают.;x
EVTDESC100026;[From.GetFirstName] обратился ко мне за помощью. Он хочет стать таким же обаятельным в общении с женщинами, как я.;x
EVTOPTA100026;Я помогу Вам, но всё имеет свою цену.;x
EVTTOOLTIP100027;[Root.GetTitledFirstName] соглашается помочь персонажу [This.GetTitledFirstName], но не за просто так;x
EVTOPTB100026;С радостью!;x
EVTTOOLTIP100028;Под надзором персонажа [Root.GetTitledFirstName], [This.GetTitledFirstName] обучается общению с женщинами.;x
EVTDESC38303;Сколько можно воздерживаться... Я больше не могу так. Целомудренность? Пора забыть это слово.;x
EVTOPTC100026;Наконец-то будет достойный соперник в покорении женских сердец!;x
EVTTOOLTIP100029;[Root.GetTitledFirstName] и [This.GetTitledFirstName] становятся соперниками.;x
EVTDESC100027;[From.GetFirstName] внимательно выслушал мою просьбу. После некоторых раздумий, [From.GetSheHe] согласился обучать меня, но попросил взамен небольшую сумму.;x
EVTOPTA100027;Да! Конечно!;x
EVTOPTB100027;Нет...;x
EVTDESC100028;Я с энтузиазмом принялся за обучение, но у меня почти ничего не получалось. [From.GetFirstName] только вздыхал, но не оставлял своих усилий. Через какое-то время я понял азы, а дальше дело пошло гораздо быстрее. Теперь я не многим хуже своего учителя.;x
EVTOPTA100028;[From.GetFirstName] - настоящий друг!;x
EVTDESC100029;Несмотря на все мои просьбы и увещевания научить меня общаться с женщинами, [From.GetFirstName] отказался помогать мне.;x
EVTOPTA100029;Теперь мы - соперники.;x
EVTDESC100030;[From.GetFirstName] обещает много золота, если я помогу [From.GetHerHim] преодолеть застенчивость.;x
EVTOPTB100030;Я возьмусь за это дело.;x
EVTTOOLTIP100031;[Root.GetTitledFirstName] помогает персонажу [This.GetTitledFirstName];x
EVTOPTC100030;Я помогу Вам, но взамен Вы поможете мне...;x
EVTDESC100031;После того как деньги приобрели нового владельца, [From.GetFirstName] рьяно взялся за моё обучение. Новый мир открылся передо мной.;x
EVTOPTA100031;Я поборол свою застенчивость!;x
EVTDESC100035;Я играла со своей куклой и заметила девочку моего возраста, с грустью в глазах, смотрящую на мою игрушку...;x
EVTOPTA100035;Хочешь поиграть с ней?;x
EVTTOOLTIP100036;[Root.GetTitledFirstName] и [This.GetTitledFirstName] пытаются подружиться;x
EVTOPTB100035;Ты скучная, уходи!;x
EVTTOOLTIP100037;[Root.GetTitledFirstName] становится соперником персонажа [This.GetTitledFirstName];x
EVTDESC100036;[From.GetFirstName] играла со своей куклой на берегу пруда. Она была красива, с длинными, заплетенными волосами, в очень красивом платье, сделанном из травы. Я хотела куклу настолько, что попросила у девочки поиграть с ней.;x
EVTOPTA100036;Мы долго играли... это было замечательно.;x
EVTTOOLTIP100038;[Root.GetTitledFirstName] и [This.GetTitledFirstName] теперь друзья.;x
EVTOPTB100036;Я схватила куклу и кинулась бежать!;x
EVTTOOLTIP100039;[Root.GetTitledFirstName] и [Root.GetTitledFirstName] теперь соперники;x
EVTDESC100037;[From.GetFirstName] стала угрожать мне, но я всего лишь попросила у н[From.GetHersHis] куклу!;x
EVTOPTA100037;[From.GetFirstName] никогда не станет моей подругой!;x
EVTDESC100038;Мне сразу не понравилось, как [From.GetFirstName] смотрела на мою куклу, но когда [From.GetSheHe] попросила поиграть с ней, я сразу же простила [From.GetHersHis]. Мы играли так долго, что чуть не пропустили ужин!;x
EVTOPTA100038;Завтра мы тоже будем играть!;x
EVTDESC100039;Я прижала куклу к себе, а потом передала [From.GetHerHim], а [From.GetSheHe] схватила игрушку и бросилась бежать! Я больше никогда не увижу свою куклу.;x
EVTOPTA100039;Верни куклу, [From.GetFirstName]! Я ненавижу тебя!;x
EVTDESC100040;При дворе есть девушка, которая знает, как играть на чувствах людей, чтобы получить то, чего она хочет, и когда она этого хочет. Она смелее, любой другой, которую я когда-либо встречала, и я ей завидую иногда. Мне хотелось бы стать такой же.;x
EVTOPTA100040;Быть может, она согласится помочь мне?;x
EVTTOOLTIP100041;[Root.GetTitledFirstName] просит помощи у персонажа [This.GetTitledFirstName].;x
EVTOPTB100040;Она - шлюха!;x
EVTTOOLTIP100042;[Root.GetTitledFirstName] оскорбляет персонажа [This.GetTitledFirstName].;x
EVTOPTC100040;Как я ей завидую...;x
EVTDESC100041;Я как раз флиртовала с симпатичным конюхом, когда [From.GetFirstName] подошла ко мне и попросив помощи, потащила меня за угол. Я думала это что-то обыденное и скучное, но [From.GetSheHe] меня удивила. [From.GetFirstName] хочет стать такой же как и я.;x
EVTOPTA100041;С радостью!;x
EVTTOOLTIP100043;[Root.GetTitledFirstName] и [This.GetTitledFirstName] стали друзьями;x
EVTOPTB100041;Этот двор слишком мал для нас обоих.;x
EVTTOOLTIP100044;[Root.GetTitledFirstName] отказывает персонажу [This.GetTitledFirstName] в [This.GetHersHis] просьбе;x
EVTOPTC100041;У меня нет на это времени!;x
EVTDESC100042;Я не флиртую со всеми подряд! Но [From.GetFirstName] назвала меня шлюхой, когда увидела, как я использую своё шарм, чтобы заполучить то, что хочу.;x
EVTOPTA100042;Мне всё равно, что [From.GetFirstName] думает обо мне.;x
EVTDESC100043;[From.GetFirstName] согласилась помочь мне, обучив всем тайнам искусства лести и интриг, чтобы получать то, что хочется. И теперь мы подружились.;x
EVTOPTA100043;Лучшие друзья, навсегда!;x
EVTDESC100044;[From.GetFirstName] отказалась мне помочь с умением манипулирования людьми, не желая делиться своими секретами.;x
EVTOPTA100044;[From.GetFirstName] боится конкуренции!;x
EVTDESC100050;Мне нужен кто-то, кому я смогу доверять. Кто-то с кем я смогу проводить время, сплетничать и играть. Ко мне подошла девушка, примерно моего возраста.;x
EVTOTPA100050;Мне нужно поговорить с ней!;x
EVTTOOLTIP100051;[Root.GetTitledFirstName] разговаривает с персонажем [This.GetTitledFirstName];x
EVTOTPB100050;Что? Дружить с ней? Никогда!;x
EVTTOOLTIP100054;[Root.GetTitledFirstName] прогоняет персонажа [This.GetTitledFirstName];x
EVTOTPC100050;Я никогда не найду хорошую подругу...;x
EVTDESC100051;[From.GetFirstName] показалась мне одинокой. Поэтому я решила поговорить с н[From.GetHerHim]. Это было похоже на прорыв плотины: мы болтали долго и обсуждали всё на свете, от повара, который всегда пахнет чем-то вкусным, до забавных стражников у ворот.;x
EVTOPTA100051;Мне хочется, чтобы мы подружились.;x
EVTTOOLTIP100052;Между [Root.GetTitledFirstName] и [This.GetTitledFirstName] установилась прочная дружба.;x
EVTOPTB100051;Но... Тот стражник мне вообще-то нравится!;x
EVTTOOLTIP100053;Теперь [Root.GetTitledFirstName] и [This.GetTitledFirstName] соперники.;x
EVTOPTC100051;Надеюсь, сейчас тебе намного лучше.;x
EVTDESC100052;Меня как прорвало! Когда [From.GetFirstName] говорит со мной, я не могу остановиться. Мы сплетничаем, смеёмся, и кажется это навсегда. Я так хорошо провела время, что совсем забыла о чувствах, овладевших мной совсем недавно.;x
EVTOPTA100052;Может, как-нибудь на днях встретимся снова?;x
EVTOPTB100052;Спасибо, я чувствую себя лучше.;x
EVTDESC100053;[From.GetFirstName] была рада нашему вчерашнему разговору тет-а-тет, я раскрыла ей своё сердце, рассказав все секреты, в том числе и то, что мне нравится один из стражников. Но сегодня утром эта потаскушка целовалась с "моим" милым стражником! Это разбило мне сердце...;x
EVTOPTA100053;Я... думала, ты - моя подруга!;x
EVTDESC100054;Я не понимаю почему, но мне кажется [From.GetFirstName] недолюбливает меня. Если бы я была более подозрительна, то могла бы решить, что [From.GetSheHe] считает меня своей соперницей.;x
EVTOPTA100054;Итак, [From.GetFirstName], теперь мы соперницы? Прекрасно!;x
EVTDESC100060;Я думал, что наконец получил шанс победить в поединке на мечах. Моему сопернику явно недоставало мастерства, а я много часов провёл в тренировках. Однако мой противник явно знал, с какой стороны берутся за меч. И я - вновь проиграл.;x
EVTOPTA100060;Хороший поединок!;x
EVTOPTB100060;Как Вы смеете, сударь! Впредь я - Ваш вечный соперник!;x
EVTTOOLTIP100061;Поверженный [Root.GetTitledFirstName] отмечает персонажа [This.GetTitledFirstName] как своего нового противника.;x
EVTOPTC100060;Завтра победа будет за мной!;x
EVTDESC100061;[From.GetFirstName], конечно, обращается с мечом умело, но, когда мы стали фехтовать, я понял что [From.GetSheHe], мало времени уделяет практике. Я легко [From.GetHersHis] разоружил, и когда захотел пожать [From.GetHerHim] руку, [From.GetSheHe] оттолкнул меня, назвав своим соперником.;x
EVTOPTA100061;Вы действительно желаете, чтобы я стал Вашим врагом?;x
EVTDESC100065;Я устал от обзывательств, пинков и ударов, не оставляющих меня в покое. Мой мучитель может найти меня где бы я ни пытался скрыться... я не знаю, могу ли я терпеть это и дальше!;x
EVTOPTA100065;Надо бороться!;x
EVTTOOLTIP100066;[Root.GetTitledFirstName] бьёт персонажа [This.GetTitledFirstName].;x
EVTOPTB100065;Подлизаться к мучителю.;x
EVTTOOLTIP100067;Возможно, сладкоежка [This.GetTitledFirstName] оставит персонажа [Root.GetTitledFirstName] в покое?;x
EVTOPTC100065;Не обращать внимания на мучителя.;x
EVTDESC100066;Какой восторг - ругать [From.GetHersHis], обзывать трусливым цыплёнком, и, если это не сработает, бить руками, ногами, ломать [From.GetHersHis] вещи. [From.GetFirstName] был лёгкой добычей, но сейчас ответил тем же!;x
EVTOPTA100066;Мой нос! Ты заплатишь за это!;x
EVTDESC100067;[From.GetFirstName] - хорошая жертва, я с нетерпением ждал нового дня, чтобы помучать [From.HersHis]. Но теперь [From.SheHe] подошел ко мне и дал мне конфетку.;x
EVTOPTA100067;Бросить конфету, и пнуть [From.GetHersHis] в зад!;x
EVTTOOLTIP100068;[Root.GetTitledFirstName] всегда будет врагом персонажа [This.GetTitledFirstName].;x
EVTOPTB100067;Эх... Спасибо тебе.;x
EVTTOOLTIPA100069;[Root.GetTitledFirstName] больше не докучает персонажу [This.GetTitledFirstName];x
EVTDESC100068;Я наблюдал, как нервно [From.GetFirstName] смотрел на конфеты в моей руке, а затем аккуратно взял их, обнюхал, прежде чем попробовать. [From.GetFirstName] поблагодарил меня, рассказав, как [From.GetSheHe] рад переменам во мне.;x
EVTOPTA100068;Я... польщён.;x
EVTOPTB100068;Теперь мы станем друзьями?;x
EVTTOOLTIPB100069;[Root.GetTitledFirstName] и [This.GetTitledFirstName] покончили с разногласиями, став друзьями.;x
EVTDESC100069;Мне кажется, глупо продолжать издевательства после того, как [From.GetSheHe] начинает поощрять меня. Я перестаю обзывать [From.GetHersHis]: "[From.GetFirstName] - трусливый цыпленок" и извиняюсь перед ним.;x
EVTOPTA100069;Теперь мы станем друзьями?;x
EVTOPTB100069;Спасибо за угощение!;x
EVTDESC100070;[Root.GetSheHeCap] вызывает во мне странные чувства. Мне следовало бы чувствовать себя плохо от [Root.GetHersHis] несчастий, но моя ненависть к н[Root.GetHerHim] слишком велика.;x
EVTOPTA100070;[Root.GetSheHeCap] - мой соперник!;x
EVTTOOLTIP100071;Соперничество между персонажами [Root.GetTitledFirstName] и [This.GetTitledFirstName] всё больше обостряется;x
EVTOPTB100070;О, [Root.Religion.GetRandomGodName], что же я делаю?;x
EVTOPTC100070;[Root.GetSheHeCap] - трус и никогда не будет защищать себя!;x
EVTTOOLTIP100072;[Root.GetTitledFirstName] беспокоит персонажа [This.GetTitledFirstName];x
EVTDESC100071;Сколько я себя помню, [From.GetFirstName] пристаёт ко мне при всяком удобном случае, и [From.GetSheHe] не думает ни о чём кроме этого. Я больше не могу быть игрушкой для таких "невинных" шалостей, как : вылитый на голову ночной горшок, подножка на лестнице или кража моей еды.;x
EVTOPTA100071;[From.GetFirstName], теперь мы - враги!;x
EVTDESC100072;[From.GetFirstName] уже давно меня беспокоит, сначала казалось, что это [From.GetHersHis] способ завести новых друзей. Однако шалости росли. От безвредных мелочей, вроде украденной одежды до противного ночного горшка, вылитого на мою голову. Я думаю, что [From.GetFirstName] недолюбливает меня..;x
EVTOPTA100072;Пришло время отомстить!;x
EVTTOOLTIP100073;[Root.GetTitledFirstName] начинает мстить персонажу [This.GetTitledFirstName];x
EVTOPTB100072;Думаю, я смогу понравиться [From.GetHerHim].;x
EVTTOOLTIP100074;[Root.GetTitledFirstName] и [This.GetTitledFirstName] пытаются подружиться;x
EVTOPTC100072;Это когда-нибудь [From.GetHerHim] надоест.;x
EVTDESC100073;Выждав нужный момент, когда [From.GetFirstName] окажется прямо подо мной, я выливаю содержимое ночного горшка на н[From.GetHersHis]. Ужас в [From.GetHersHis] взгляде при этом - я катаюсь по полу со смеху! [From.GetFirstName] бросается на меня, обзывая страшными словами. [From.GetSheHe] никогда не забудет этого...;x
EVTOPTA100073;Что ж, теперь [From.GetSheHe] - мой враг?;x
EVTDESC100074;Несмотря на мои поступки, [From.GetFirstName] по-прежнему пытается подружиться. [From.GetFirstName] вызывает у меня уважение и, хотя я все еще планирую пару розыгрышей, но всё больше уверяюсь, что это неправильно.;x
